País,Año,Temperatura Promedio (°C),Precipitación Promedio (mm),Humedad Promedio (%),Velocidad del Viento Promedio (km/h),Horas de Sol Promedio (horas),Días de Lluvia Promedio (días),Índice UV Promedio,Presión Atmosférica Promedio (hPa),Eventos Climáticos Extremos (Frecuencia)
Argentina,2015,0.6851385390428211,0.36484787528287654,0.42976588628762546,0.6808035714285715,0.7600455016895848,0.01857429718875503,0.7676767676767675,0.7019133937562945,1
Argentina,2016,0.27707808564231734,0.14738316749883257,0.10367892976588633,0.9330357142857143,0.37197631235571615,0.4096385542168675,0.16161616161616166,0.4823766364551858,6
Argentina,2017,0.7204030226700251,0.048097992025575645,0.6086956521739132,0.04464285714285714,0.6956070795275855,0.8478915662650603,0.38383838383838387,0.0996978851963739,1
Argentina,2018,1.0,0.9892237508531196,0.9966555183946487,0.203125,0.23162367426143404,0.6265060240963856,0.393939393939394,0.2960725075528696,8
Argentina,2019,0.7858942065491183,0.7706095764934084,0.8294314381270901,0.2142857142857143,0.24279835390946503,0.766566265060241,0.505050505050505,0.10372608257804572,8
Argentina,2020,0.6826196473551636,0.3394518481267287,0.050167224080267525,1.0,0.9029743383853592,0.465863453815261,0.606060606060606,0.5417925478348433,10
Argentina,2021,0.7581863979848866,0.9158734149933546,0.021739130434782594,0.10714285714285716,0.7740305798119711,0.9246987951807228,0.18181818181818182,0.44310171198388737,4
Argentina,2022,0.8060453400503778,0.8302022342756564,0.8127090301003342,0.5468750000000001,0.8965840275686707,0.9262048192771084,0.05050505050505051,0.168177240684793,0
Brasil,2000,0.181360201511335,0.03951291353856101,0.6555183946488293,0.32366071428571436,0.135635183512329,0.6877510040160644,0.0404040404040404,0.6304128902316215,7
Brasil,2001,0.7002518891687657,0.9578648658356981,0.2525083612040133,0.2142857142857143,0.46210980628324805,0.9141566265060241,0.7575757575757575,0.5226586102719022,4
Brasil,2002,0.2821158690176322,0.24893135529293436,0.729096989966555,0.1629464285714286,0.13443072702331965,0.07530120481927716,0.5757575757575757,0.9788519637462247,0
Brasil,2003,0.4760705289672543,0.613312259779446,0.306020066889632,0.5758928571428571,0.33002107798855773,0.34437751004016065,0.505050505050505,0.4894259818731115,8
Brasil,2004,0.23677581863979846,0.1484967132440102,0.23913043478260865,0.8660714285714286,0.8814948643313594,0.9673694779116464,0.9898989898989898,0.7442094662638468,7
Brasil,2005,0.7103274559193955,0.0742483566220051,0.2993311036789297,0.31919642857142855,0.05818193984408987,0.6701807228915664,0.0707070707070707,0.5639476334340383,5
Brasil,2006,0.34256926952141054,0.8940335500556772,0.32441471571906344,0.015625000000000014,0.7762052929171268,0.571285140562249,0.11111111111111112,0.9113796576032218,1
Brasil,2007,0.00251889168765744,0.1838068896152879,0.01170568561872909,0.5602678571428572,0.7486031650439964,0.6049196787148594,0.5959595959595959,0.16717019133937505,1
Brasil,2008,0.9899244332493702,0.9386472215237616,0.8160535117056854,0.7834821428571429,0.2902405567265549,0.18222891566265065,0.9696969696969695,0.7190332326283979,7
Brasil,2009,0.7481108312342568,0.4980063939078271,0.7123745819397992,0.3883928571428572,0.22714041955234376,0.03112449799196787,0.38383838383838387,0.31319234642497484,10
Brasil,2010,0.8438287153652393,0.42296777901505084,0.14381270903010035,0.5758928571428571,0.4550838100973603,0.6586345381526104,0.9898989898989898,0.8559919436052361,4
Brasil,2011,0.8035264483627202,0.7919106289737419,0.07525083612040129,0.8549107142857143,0.2728093947606144,0.15863453815261047,0.6969696969696969,0.6757301107754277,0
Brasil,2012,0.7405541561712845,0.5125902510866052,0.07190635451505012,0.4486607142857143,0.4992472146943693,0.8559236947791165,0.38383838383838387,0.6344410876132933,0
Brasil,2013,0.8236775818639797,0.31330148353029924,0.026755852842809347,0.7678571428571429,0.5246746294623441,0.1987951807228916,0.0,0.23766364551863006,3
Brasil,2014,0.3073047858942065,0.20966988756780053,0.6739130434782609,0.5513392857142858,0.9127772759209074,0.4166666666666667,0.010101010101010083,0.8318227593152052,10
Brasil,2015,0.2241813602015113,0.3629081504364381,0.5752508361204013,0.2946428571428572,0.730670146207635,0.28714859437751,0.7777777777777778,0.6243705941591138,8
Brasil,2016,0.6649874055415617,0.08829340134343905,0.01170568561872909,0.31919642857142855,0.9688514169092308,0.5778112449799198,0.6767676767676767,0.30614300100704916,10
Brasil,2017,0.0654911838790932,0.29860986386005245,0.06856187290969895,0.8236607142857143,0.9659406470607916,0.16666666666666663,0.2727272727272727,0.8408862034239668,3
Brasil,2018,0.9445843828715363,0.7646467186321347,0.5702341137123744,0.31696428571428575,0.26153434373849915,0.33634538152610444,0.5555555555555555,0.9385699899295066,3
Brasil,2019,0.5667506297229219,0.049570746075649263,0.10033444816053505,0.8013392857142857,0.5592023821472782,0.6009036144578312,0.08080808080808079,0.7532729103726084,2
Brasil,2020,0.234256926952141,0.9412335213190128,0.3695652173913043,0.6294642857142857,0.5153400916725217,0.6832329317269077,0.29292929292929293,0.04632426988922411,5
Brasil,2021,0.5919395465994961,0.09422033837422322,0.38628762541806017,0.12053571428571429,0.7808223761249959,0.40763052208835343,0.14141414141414144,0.14702920443101775,5
Brasil,2022,0.15365239294710326,0.6496282194044326,0.0317725752508361,0.875,0.762956271538024,0.7063253012048192,0.11111111111111112,0.15911379657603142,0
Canadá,2000,0.4659949622166247,0.1947986637451058,0.4581939799331103,0.1674107142857143,0.17742313225601392,0.679718875502008,0.0707070707070707,0.7794561933534752,7
Canadá,2001,0.1234256926952141,0.5781457667301267,0.025083612040133763,0.40625,0.12047910602562822,0.7048192771084338,0.13131313131313127,0.738167170191339,6
Canadá,2002,0.9924433249370277,0.22026653256223283,0.6755852842809366,0.34375,0.3129244872695641,0.3609437751004016,0.5555555555555555,0.6233635448136958,6
Canadá,2003,0.8413098236775818,0.09788426308416251,0.2458193979933111,0.09151785714285714,0.8007628224430392,0.9427710843373494,0.05050505050505051,0.6555891238670704,8
Canadá,2004,0.6070528967254407,0.23018068177736267,0.12040133779264217,0.5446428571428572,0.3043594633477199,0.8042168674698795,0.7676767676767675,0.1369587109768382,4
Canadá,2005,0.6020151133501259,0.8950034124788966,0.18394648829431437,0.8794642857142857,0.09960186021613304,0.8488955823293172,0.3434343434343434,0.9164149043303116,2
Canadá,2006,0.7178841309823678,0.6979776572434355,0.4581939799331103,0.7299107142857143,0.8717588410452006,0.39257028112449793,0.4141414141414142,0.6777442094662636,8
Canadá,2007,0.7329974811083122,0.07705018140019396,0.05685618729096986,0.7566964285714286,0.6827260865201246,0.39508032128514053,0.0707070707070707,0.9899295065458205,0
Canadá,2008,0.2997481108312342,0.8661949064262365,0.3411371237458194,0.9732142857142859,0.2891364716116297,0.8714859437751004,0.31313131313131315,0.6495468277945626,2
Canadá,2009,0.4886649874055415,0.272818707568519,0.5602006688963209,0.9375000000000001,0.3042925490983305,0.5,0.7676767676767675,0.41893252769385647,0
Canadá,2010,0.2821158690176322,0.3707388914831711,0.18394648829431437,0.6316964285714286,0.8651008732309546,0.7710843373493976,0.060606060606060594,0.6314199395770395,6
Canadá,2011,0.48110831234256923,0.561298897230504,0.10033444816053505,0.2142857142857143,0.34340392786643925,0.07379518072289154,0.5757575757575757,0.2517623363544814,6
Canadá,2012,0.5591939546599496,0.29067136032185065,0.9448160535117057,0.4017857142857143,0.7728930375723511,0.32128514056224905,0.2727272727272727,0.0996978851963739,3
Canadá,2013,0.4307304785894206,0.4843205574912892,0.8444816053511705,0.9977678571428571,0.8380675164776339,0.2560240963855422,0.4343434343434344,0.906344410876132,2
Canadá,2014,0.9773299748110831,0.4602536010632565,0.44314381270903,0.6138392857142858,0.12502927498410793,0.786144578313253,0.18181818181818182,0.2034239677744214,5
Canadá,2015,0.8236775818639797,0.6380257911562915,0.9247491638795985,0.7790178571428572,0.7041721034494297,0.26004016064257035,0.21212121212121215,0.05740181268882161,9
Canadá,2016,0.09068010075566749,0.47390351664930486,0.9765886287625419,0.6852678571428571,0.36180534644852624,0.1019076305220884,0.0707070707070707,0.5125881168177244,7
Canadá,2017,0.6624685138539042,0.7189195014188727,0.23745819397993317,0.9375000000000001,0.9173609020040818,0.2218875502008032,0.4848484848484849,0.9909365558912402,6
Canadá,2018,0.5566750629722921,0.5035382018032256,0.6538461538461536,0.765625,0.7918966843989428,0.8539156626506024,0.6363636363636364,0.3383685800604237,7
Canadá,2019,0.6700251889168765,0.9280146556988396,0.23578595317725748,0.31919642857142855,0.008263909799591851,0.6506024096385543,0.9797979797979799,0.8479355488418943,0
Canadá,2020,0.6095717884130982,0.3550774093897051,0.2642140468227424,0.25223214285714285,0.1642744822509954,0.589859437751004,0.45454545454545453,0.8741188318227593,6
Canadá,2021,0.5138539042821157,0.22824095693092422,0.3846153846153846,0.08035714285714284,0.8565023921844159,0.08935742971887556,0.2222222222222222,0.782477341389729,3
Canadá,2022,0.6675062972292192,0.33427924853622615,0.16220735785953178,0.4017857142857143,0.9928401753153335,0.4633534136546184,0.4141414141414142,0.3655589123867067,2
China,2000,0.08816120906801006,0.5806243040339092,0.7090301003344482,0.8058035714285715,0.8191307839004316,0.302710843373494,0.9494949494949494,0.07754279959718069,1
China,2001,0.14357682619647355,0.4179388627465067,0.6789297658862875,0.4084821428571429,0.03686975141356358,0.8323293172690762,0.40404040404040403,0.3524672708962733,7
China,2002,0.09068010075566749,0.2690110995366213,0.657190635451505,0.31026785714285715,0.7654655558901269,0.11395582329317266,0.9595959595959596,0.05740181268882161,3
China,2003,0.5138539042821157,0.27982326951399117,0.025083612040133763,0.3616071428571429,0.6699120077620531,0.2294176706827309,0.9797979797979799,0.061430010070493424,5
China,2004,0.4105793450881612,0.5489421315420813,0.12541806020066892,0.031250000000000014,0.5164107196627523,0.4879518072289157,0.40404040404040403,0.08257804632427046,4
China,2005,0.0,0.6314163583462049,0.17391304347826086,0.09375000000000001,0.5649235504700727,0.39759036144578314,0.5757575757575757,0.2628398791540789,0
China,2006,0.8841309823677581,0.34279248536226153,0.7742474916387959,0.8995535714285715,0.9044129947472315,0.026104417670682778,0.8787878787878788,0.30412890231621326,10
China,2007,0.6700251889168765,0.414490463019505,0.0635451505016722,0.5379464285714286,0.41172337649302426,0.11696787148594379,0.9797979797979799,0.6022155085599188,0
China,2008,0.9672544080604535,0.3475340349868889,0.9882943143812707,0.3861607142857143,0.4024892100772861,0.7319277108433735,0.5858585858585859,0.2990936555891235,1
China,2009,0.07556675062972291,0.5547613060813965,0.5234113712374581,0.8616071428571429,0.25588008966509423,0.48493975903614456,0.5454545454545454,0.3605236656596169,4
China,2010,0.3753148614609571,0.30435719673838857,0.12374581939799323,0.05803571428571429,0.5938305062062966,0.6757028112449799,0.3232323232323232,0.09365558912386618,3
China,2011,0.48362720403022663,0.29271884765975786,0.4364548494983277,0.9866071428571429,0.1877613837866774,0.35943775100401604,0.5454545454545454,0.8650553877139995,0
China,2012,0.6246851385390428,0.8035489780523725,0.9080267558528426,0.5022321428571429,0.08665395295928269,0.8062248995983936,0.42424242424242425,0.29506545820745167,4
China,2013,0.181360201511335,0.1208017529365279,0.6939799331103679,0.9441964285714285,0.8165211281742448,0.7048192771084338,0.31313131313131315,0.478348439073514,9
China,2014,0.10831234256926951,0.9268292682926829,0.7892976588628763,0.5111607142857143,0.3099468031717355,0.6244979919678715,0.40404040404040403,0.07653575025176274,3
China,2015,0.614609571788413,0.5696325299040914,0.9096989966555183,0.8191964285714285,0.681889658402757,0.5507028112449799,0.3434343434343434,0.11178247734138935,8
China,2016,0.8110831234256926,0.2857142857142857,0.07525083612040129,0.2857142857142857,0.6814212586570312,0.821285140562249,0.8787878787878788,0.6112789526686804,3
China,2017,0.2317380352644836,0.42878695355436625,0.3695652173913043,0.6629464285714285,0.07330456020609594,0.7650602409638554,0.40404040404040403,0.35045317220543737,9
China,2018,0.38539042821158687,0.040734221775207455,0.33277591973244136,0.1316964285714286,0.2005754625447489,0.4126506024096385,0.0,0.7462235649546809,9
China,2019,0.8413098236775818,0.4888106613024893,0.7742474916387959,0.07812499999999999,0.7482351366723543,0.47138554216867473,0.7979797979797979,0.2719033232628387,10
China,2020,0.8916876574307304,0.7593663565501634,0.5852842809364548,0.06919642857142856,0.14680986316036,0.8724899598393574,1.0,0.13796576032225616,4
China,2021,0.6397984886649872,0.419806745931966,0.903010033444816,0.26339285714285715,0.6525812171701966,0.9738955823293172,0.5555555555555555,0.8167170191339359,10
China,2022,0.521410579345088,0.9339415927296237,0.26254180602006694,0.8482142857142858,0.02837164174110879,0.03765060240963858,0.20202020202020204,0.020140986908357306,1
España,2000,0.5113350125944585,0.07256007758899385,0.5100334448160534,0.03348214285714286,0.8851416909230823,0.7068273092369477,0.4141414141414142,0.15206445115810574,8
España,2001,0.8589420654911837,0.7961133661410251,0.5535117056856188,0.7633928571428571,0.7866439158218743,0.7439759036144578,0.6868686868686869,0.7633434038267861,8
España,2002,0.2997481108312342,0.6302309709400481,0.9933110367892978,0.40625,0.25946000200742747,0.28062248995983935,0.808080808080808,0.9627391742195357,10
España,2003,0.13853904282115867,0.6068465102913179,0.45317725752508364,0.7209821428571429,0.9812305530462713,0.9357429718875503,0.0404040404040404,0.3232628398791544,5
España,2004,0.6952141057934509,0.8156183770968785,0.7224080267558529,0.6495535714285715,0.04727491719361637,0.5988955823293172,0.21212121212121215,0.690835850956697,5
España,2005,0.10075566750629722,0.5811271956607637,0.4163879598662207,0.13392857142857145,0.6216333768275956,0.570281124497992,0.7676767676767675,0.6384692849949651,4
España,2006,0.17380352644836272,0.05560544559790223,0.5668896321070233,0.17187500000000006,0.7868781156947373,0.9181726907630523,0.5858585858585859,0.6032225579053367,10
España,2007,0.7808564231738035,0.9574338158698228,0.94314381270903,0.4196428571428571,0.8208370972598615,0.04467871485943775,0.08080808080808079,0.9838872104733145,6
España,2008,0.48110831234256923,0.9431014045044721,0.2441471571906354,0.9486607142857143,0.40603566529492463,0.23694779116465864,0.494949494949495,0.9637462235649554,1
España,2009,0.00251889168765744,0.28043392363231434,0.04347826086956519,0.10714285714285716,0.7280270333567536,0.23293172690763053,0.3737373737373737,0.21148036253776326,9
España,2010,0.937027707808564,0.8744566974388447,0.04849498327759194,0.5625,0.3979390411188063,0.4954819277108434,0.14141414141414144,0.1550855991943596,5
España,2011,0.3224181360201511,0.8107331441502926,0.2876254180602007,0.5803571428571429,0.887751346649269,0.4397590361445783,0.6262626262626262,0.8408862034239668,1
España,2012,0.24181360201511332,0.6250583713495456,0.015050167224080258,0.5915178571428572,0.23824818495098543,0.5747991967871486,0.29292929292929293,0.7170191339375638,8
España,2013,0.49118387909319894,0.4771004705628794,0.6103678929765887,0.031250000000000014,0.6666666666666667,0.6927710843373494,0.6363636363636364,0.33534743202416806,5
España,2014,0.44080604534005036,0.7560975609756097,0.5050167224080268,0.8035714285714286,0.9414500317842684,0.7615461847389557,0.08080808080808079,0.5679758308157101,1
España,2015,0.345088161209068,0.6133481806099357,0.668896321070234,0.9776785714285715,0.22101776573321297,0.39558232931726905,0.060606060606060594,0.977844914400805,1
España,2016,0.3073047858942065,0.17310248212938684,0.3929765886287625,0.02455357142857144,0.3883368463314263,0.41214859437751,0.31313131313131315,0.7623363544813699,5
España,2017,0.47858942065491183,0.3849276195265634,0.5100334448160534,0.31026785714285715,0.02070996018602167,0.014056224899598402,0.10101010101010101,0.569989929506546,4
España,2018,0.7178841309823678,0.3433672186500951,0.17892976588628762,0.3080357142857143,0.9789554685670314,0.7610441767068272,0.8787878787878788,0.7291037260825775,2
España,2019,0.44080604534005036,0.9957613420022271,0.09866220735785947,0.015625000000000014,0.5247415437117334,0.04417670682730929,0.5353535353535354,0.8962739174219543,8
España,2020,0.743073047858942,0.4864758073206652,0.04515050167224077,0.6495535714285715,0.7213356084178126,0.3659638554216868,0.898989898989899,0.9466263846928502,8
España,2021,0.49874055415617125,0.4202377958978411,0.00836120401337792,0.02455357142857144,0.5345779383719763,0.08785140562249,0.4848484848484849,0.647532729103725,4
España,2022,0.2317380352644836,0.4764538956140666,0.37792642140468224,0.006696428571428589,0.5530797283281476,0.15612449799196787,0.3232323232323232,0.7432024169184288,3
Estados Unidos,2000,0.24685138539042817,0.4353604655339631,0.4130434782608696,0.3638392857142857,0.5328716250125465,0.7329317269076305,0.7373737373737373,0.4521651560926472,6
Estados Unidos,2001,0.052896725440806036,0.05409677071733898,0.6304347826086957,0.04910714285714286,0.18625581317541573,0.6315261044176705,0.47474747474747475,0.9577039274924459,10
Estados Unidos,2002,0.808564231738035,0.8085778943209166,0.9498327759197324,0.3973214285714286,0.10344942955602399,0.4558232931726907,0.9191919191919191,0.5508559919436049,10
Estados Unidos,2003,0.060453400503778336,0.27651855310894785,0.3528428093645485,0.6696428571428572,0.8623239318812941,0.5933734939759037,0.42424242424242425,0.90332326283988,5
Estados Unidos,2004,0.10075566750629722,0.34322353532813676,0.3277591973244147,0.06919642857142856,0.19876877781123503,0.873995983935743,0.9696969696969695,0.925478348439075,3
Estados Unidos,2005,0.0982367758186398,0.7831459463342793,0.4481605351170568,0.4732142857142858,0.05242731439660081,0.30672690763052207,0.9797979797979799,0.45720040281973695,2
Estados Unidos,2006,0.10075566750629722,0.46650382556844716,0.479933110367893,0.4776785714285715,0.0441299474723143,0.2515060240963855,0.8888888888888888,0.43705941591137965,6
Estados Unidos,2007,0.17380352644836272,0.6763892381191852,0.9113712374581938,0.875,0.17595101876944697,0.34487951807228917,0.898989898989899,0.39778449144007944,8
Estados Unidos,2008,0.44080604534005036,0.8663745105786845,0.0635451505016722,0.7700892857142858,0.724112549767473,0.14457831325301207,0.7676767676767675,0.6435045317220531,5
Estados Unidos,2009,0.21662468513853902,0.36678760012931494,0.137123745819398,0.30133928571428575,0.5674662919468701,0.4352409638554217,0.25252525252525254,0.881168177240685,1
Estados Unidos,2010,0.8564231738035264,0.8446064873019864,0.04849498327759194,0.006696428571428589,0.5370203084746897,0.5015060240963856,0.7979797979797979,0.7542799597180263,1
Estados Unidos,2011,0.16876574307304784,0.569129638277237,0.15217391304347827,0.3683035714285715,0.4068051791629027,0.6114457831325302,0.9797979797979799,0.8116817724068461,4
Estados Unidos,2012,0.7204030226700251,0.08890405546176228,0.5150501672240803,0.1272321428571429,0.5103215229683161,0.3298192771084337,0.7373737373737373,0.6666666666666661,4
Estados Unidos,2013,0.1410579345088161,0.2936887100829771,0.7107023411371237,0.14062500000000006,0.48154839573087094,0.6034136546184738,0.8282828282828283,0.48539778449143967,6
Estados Unidos,2014,0.5692695214105792,0.4863680448291965,0.2224080267558528,0.9754464285714285,0.9641674194519723,0.5948795180722892,0.5959595959595959,0.7411883182275929,2
Estados Unidos,2015,0.35768261964735515,0.6834656417256367,0.09364548494983282,0.7700892857142858,0.4624778346548898,0.9819277108433735,0.11111111111111112,0.5387713997985895,4
Estados Unidos,2016,0.994962216624685,0.9143647401127913,0.7458193979933109,0.004464285714285712,0.7820602897386999,0.4126506024096385,0.6969696969696969,0.7683786505538759,4
Estados Unidos,2017,0.11838790931989923,0.416286504543985,0.47157190635451507,0.32812500000000006,0.9733681287430158,0.27259036144578314,0.060606060606060594,0.004028197381671816,2
Estados Unidos,2018,0.24685138539042817,0.7553791443658177,0.8010033444816055,0.8794642857142857,0.6767707183244673,0.4457831325301204,0.0,0.8952668680765363,6
Estados Unidos,2019,0.6977329974811082,0.9730234563023097,0.03344481605351168,0.9776785714285715,0.21248619893606346,0.9221887550200802,0.14141414141414144,0.31923464249748257,0
Estados Unidos,2020,0.08060453400503778,0.35550845935558034,0.48494983277591974,0.2254464285714286,0.33647830305463555,0.690261044176707,0.31313131313131315,0.007049345417925679,10
Estados Unidos,2021,0.7002518891687657,0.5556952476741263,0.4581939799331103,0.6294642857142857,0.13533406939007664,0.7188755020080322,0.606060606060606,0.7361530715005031,6
Estados Unidos,2022,0.6801007556675063,0.1873271310032688,0.9899665551839464,0.7611607142857144,0.6455217638596139,0.05722891566265059,0.6565656565656565,0.4320241691842899,8
Francia,2000,0.9168765743073046,0.14885592154890623,0.8645484949832777,0.765625,0.7356218006624511,0.9076305220883534,0.36363636363636365,0.6847935548841892,4
Francia,2001,0.5994962216624684,0.8502460576888536,0.053511705685618804,0.11830357142857144,0.47736625514403297,0.17921686746987953,0.7878787878787878,0.6384692849949651,3
Francia,2002,0.10327455919395465,0.7050181400193972,0.6086956521739132,0.6875,0.010304794405968765,0.8514056224899598,0.8383838383838383,0.8056394763343402,0
Francia,2003,0.060453400503778336,0.5680160925320593,0.5585284280936454,0.34151785714285715,0.44317307370604575,0.1480923694779117,0.9797979797979799,0.001007049345417954,7
Francia,2004,0.6926952141057934,0.5690218757857681,0.8478260869565216,0.6964285714285714,0.9008330824048982,0.876004016064257,0.45454545454545453,0.1480362537764357,0
Francia,2005,0.6020151133501259,0.11480297424476452,0.23913043478260865,0.9665178571428571,0.6901535682023487,0.2861445783132531,0.18181818181818182,0.9919436052366564,4
Francia,2006,0.7707808564231737,0.32199432450878257,0.038461538461538436,0.2991071428571429,0.518016661648098,0.36445783132530124,0.707070707070707,0.06445115810674729,8
Francia,2007,0.4458438287153652,0.0077588993857538036,0.7725752508361204,0.6763392857142857,0.5242062297166182,0.5848393574297188,0.03030303030303029,0.7653575025176238,8
Francia,2008,0.9345088161209067,0.9562843492941557,0.137123745819398,0.7901785714285715,0.4857639934424036,0.007028112449799173,0.4646464646464647,0.1289023162134928,5
Francia,2009,0.3249370277078085,0.5847911203707029,0.11538461538461531,0.4174107142857143,0.22128542273077056,0.040160642570281124,0.33333333333333337,0.3655589123867067,4
Francia,2010,0.5239294710327456,0.14526383849994612,0.9080267558528426,0.9285714285714287,0.8768777811234902,0.8493975903614457,0.36363636363636365,0.5740181268882179,10
Francia,2011,0.5843828715365238,0.5291497539423111,0.7943143812709029,0.06473214285714286,0.4349760781558434,0.1174698795180723,0.47474747474747475,0.4974823766364551,1
Francia,2012,0.2065491183879093,0.5916519989942167,0.42809364548494977,0.25223214285714285,0.6740941483488909,0.5195783132530121,0.36363636363636365,0.9859013091641504,6
Francia,2013,0.4307304785894206,0.6758504256618412,0.7157190635451504,0.9642857142857143,0.13620395463213897,0.7018072289156625,0.8888888888888888,0.6334340382678754,2
Francia,2014,0.33249370277078083,0.9079708322856425,0.4448160535117057,0.7031250000000001,0.47151125832245977,0.9593373493975903,0.6161616161616161,0.49244712990936534,8
Francia,2015,0.6549118387909318,0.8820000718416608,0.6304347826086957,0.9486607142857143,0.663822811067617,0.3072289156626506,0.505050505050505,0.9758308157099709,0
Francia,2016,0.34005037783375314,0.4102158841912425,0.06020066889632103,0.16964285714285715,0.9302753521362375,0.7761044176706826,0.19191919191919193,0.16112789526686733,7
Francia,2017,0.7455919395465993,0.4284636660799598,0.2324414715719063,0.02232142857142856,0.3852253337348188,0.4914658634538153,0.15151515151515155,0.0,6
Francia,2018,0.28463476070528965,0.8733790725241567,0.9214046822742473,0.4441964285714286,0.6495366188229784,0.8463855421686746,0.15151515151515155,0.3897280966767376,9
Francia,2019,0.36020151133501255,0.5425123028844426,0.6638795986622074,0.4977678571428571,0.6915587674395265,0.6079317269076305,0.808080808080808,0.6525679758308147,4
Francia,2020,0.04785894206549118,0.2160997162254391,0.8795986622073576,0.5513392857142858,0.10619291378098972,0.6636546184738956,0.818181818181818,0.5931520644511572,10
Francia,2021,0.19143576826196473,0.5450626818492043,0.25083612040133774,0.21205357142857145,0.20362006089196705,0.9854417670682729,0.12121212121212117,0.05740181268882161,7
Francia,2022,0.181360201511335,0.22058982003663924,0.5083612040133779,0.9732142857142859,0.559470039144836,0.8659638554216866,0.8787878787878788,0.44310171198388737,5
India,2000,0.4861460957178841,1.0,0.6270903010033445,0.31473214285714285,0.0009702566161464699,0.25552208835341367,0.03030303030303029,0.2215508559919428,7
India,2001,0.36523929471032746,0.5355077409389705,0.37959866220735783,0.8638392857142857,0.46291277727592095,0.1807228915662651,0.4141414141414142,1.0,0
India,2002,0.3753148614609571,0.5745536836811667,0.39799331103678925,0.6629464285714285,0.9165579310114091,0.998995983935743,0.0404040404040404,0.7552870090634443,2
India,2003,0.4307304785894206,0.6989475196666547,0.5016722408026756,0.5892857142857143,0.3496938673090435,0.9548192771084336,0.10101010101010101,0.38368580060422985,2
India,2004,0.12846347607052896,0.6358346204964258,0.04347826086956519,0.8080357142857143,0.19639332195791093,0.8579317269076305,0.303030303030303,0.7069486404833842,7
India,2005,0.6272040302267001,0.8754624806925536,0.5100334448160534,0.2723214285714286,0.5418381344307271,0.8132530120481927,0.38383838383838387,0.8539778449144002,10
India,2006,0.3753148614609571,0.04184776752038506,0.5551839464882943,0.17187500000000006,0.34952658168557005,0.13152610441767065,0.19191919191919193,0.33736153071500397,8
India,2007,0.08564231738035263,0.16246991630446495,0.24247491638795982,0.5491071428571429,0.24159389742045578,0.358433734939759,0.9797979797979799,0.9818731117824768,1
India,2008,0.1158690176322418,0.5829950788462229,0.5334448160535116,0.06696428571428571,0.3144300578808258,0.6234939759036144,0.909090909090909,0.07150050352467296,10
India,2009,0.9848866498740554,0.540680340529473,0.21906354515050164,0.875,0.5154404630466058,0.26506024096385544,0.7474747474747474,0.11178247734138935,10
